about_me,created_at,default_trade_preference,email_verified,groups,interests,is_active,num_trades,opt_out_email,referral_id,user_id,username,wants_admin_emails,wants_comment_emails,wants_daily_digest_emails,wants_market_alert_emails,wants_question_resolution_emails 
None,2014-04-10 16:23:41.562663,None,True,User,"Computational Sciences,Engineered Technologies,Information Systems,Mathematics,Physics",True,1,None,aaas,1518,device59,True,False,False,False,True
None,2014-04-10 16:23:49.677846,None,True,User,"Energy,Global Change,Social Sciences",True,0,None,AAAS,1519,Matutin,True,False,False,False,True
None,2014-04-10 16:24:54.328830,None,True,User,"Biology & Medicine,Global Change",True,2,None,AAAS,1520,iamweiss,True,False,False,False,True
None,2014-04-10 16:26:48.097221,None,True,User,"Biology & Medicine,Business of Science and Technology,Energy,Global Change",True,1,None,aaas,1521,rcotton,True,False,False,False,True
None,2014-04-10 16:28:18.288057,None,True,User,Biology & Medicine,True,1,1,aaas,1522,lreidiii,True,False,False,False,True
None,2014-04-10 16:28:20.679410,None,True,User,"Business of Science and Technology,Space Sciences",True,0,None,AAAS,1523,kouveliotou,True,False,False,False,True
None,2014-04-10 16:29:25.261396,None,True,User,Social Sciences,True,0,None,AAAS,1524,Profkatz,True,False,False,False,True
None,2014-04-10 16:30:04.111489,None,True,User,"Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Social Sciences",True,0,None,AAAS,1525,jonskikanalscicast,True,False,False,False,True
None,2014-04-10 16:33:41.946301,None,True,User,"Biology & Medicine,Engineered Technologies,Physics,Space Sciences",True,3,None,AAAS,1526,spacecorp,True,False,False,False,True
None,2014-04-10 16:34:22.653470,None,True,User,Biology & Medicine,True,0,None,AAAS,1527,lsarosi,True,False,False,False,True
None,2014-04-10 16:34:42.134224,None,True,User,"Energy,Physics",True,8,None,AAAS,1528,abdulmajid,True,False,False,False,True
None,2014-04-10 16:35:15.761256,None,True,User,"Agriculture,Biology & Medicine,Energy,Global Change",True,0,None,AAAS,1529,Ashwani,True,False,False,False,True
None,2014-04-10 16:36:30.186316,None,True,User,"Biology & Medicine,Business of Science and Technology",True,2,None,aaas,1530,Chuckvec,True,False,False,False,True
None,2014-04-10 16:36:39.716627,None,True,User,"Biology & Medicine,Business of Science and Technology,Energy,Engineered Technologies,Global Change,GWU-EMSE-6030,Mathematics,Physics,SciCast,Social Sciences",True,0,None,aaas,1531,bkj001,True,False,False,False,True
None,2014-04-10 16:37:13.300300,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Energy,Engineered Technologies,Global Change,SciCast",True,1,None,AAAS,1532,TimS3429,True,False,False,False,True
None,2014-04-10 16:39:12.860818,None,True,User,"Business of Science and Technology,Energy,Engineered Technologies,Global Change,Social Sciences",True,0,None,AAAS,1533,Johnc123,True,False,False,False,True
None,2014-04-10 16:39:36.762096,None,True,User,Global Change,True,2,None,aaas,1534,mapcrn,True,False,False,False,True
None,2014-04-10 16:40:03.956462,None,True,User,"Agriculture,Business of Science and Technology,Global Change,GWU-EMSE-6030,SciCast",True,0,None,AAAS,1535,renzo,True,False,False,False,True
None,2014-04-10 16:40:16.733952,None,True,User,"Agriculture,Business of Science and Technology,Chemistry,Energy,Global Change,Social Sciences",True,2,None,None,1536,palmerj213,True,False,False,False,True
None,2014-04-10 16:40:25.568002,None,True,User,"Biology & Medicine,Chemistry,Energy,Engineered Technologies",True,1,None,AAAS,1537,pthomaso,True,False,False,False,True
None,2014-04-10 16:46:46.437684,None,True,User,"Biology & Medicine,Information Systems",True,0,None,None,1538,Brookerose,True,False,False,False,True
None,2014-04-10 16:47:39.997819,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Global Change",True,0,None,aaas,1539,abrewin,True,False,False,False,True
None,2014-04-10 16:48:25.754928,None,True,User,Biology & Medicine,True,0,None,aaas,1540,fhsterky,True,False,False,False,True
None,2014-04-10 16:48:50.576259,None,True,User,"Biology & Medicine,Chemistry,Engineered Technologies",True,0,None,AAAS,1541,abmadhan,True,False,False,False,True
None,2014-04-10 16:49:16.718363,None,True,User,"Biology & Medicine,Business of Science and Technology,Energy,Engineered Technologies,SciCast,Social Sciences",True,0,None,aaas,1542,yoori_kim,True,False,False,False,True
None,2014-04-10 16:52:41.270004,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change,GWU-EMSE-6030,Information Systems,Mathematics,Physics,SciCast,Social Sciences,Space Sciences",True,0,None,AAAS,1543,psullivan19,True,False,False,False,True
None,2014-04-10 16:59:10.738374,None,True,User,Biology & Medicine,True,0,None,AAAS,1544,bhale,True,False,False,False,True
None,2014-04-10 17:01:17.540489,None,True,User,"Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Information Systems,Mathematics,Physics",True,1,None,AAAS,1545,shyh,True,False,False,False,True
None,2014-04-10 17:03:16.542769,None,True,User,Global Change,True,0,1,AAAS,1546,It's true: 96%,True,False,False,False,True
None,2014-04-10 17:03:55.877195,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change,GWU-EMSE-6030,Information Systems,Mathematics,Physics,SciCast,Social Sciences,Space Sciences",True,0,None,AAAS,1547,Handull,True,False,False,False,True
None,2014-04-10 17:03:59.982483,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change,Physics,Social Sciences,Space Sciences",True,0,None,AAAS,1548,erminio,True,False,False,False,True
None,2014-04-10 17:04:41.286757,None,True,User,"Biology & Medicine,Information Systems,Social Sciences",True,1,None,AAAS,1549,eeffock,True,False,False,False,True
None,2014-04-10 17:04:59.302739,None,True,User,"Energy,Engineered Technologies",True,1,None,AAAS,1550,Grunblatt,True,False,False,False,True
None,2014-04-10 17:05:26.858030,None,True,User,"Biology & Medicine,Global Change,Social Sciences",True,0,None,aaas,1551,wlwatkins,True,False,False,False,True
None,2014-04-10 17:07:06.182367,None,True,User,"Biology & Medicine,Chemistry,Global Change,SciCast,Space Sciences",True,0,None,aaas,1552,wathomasson,True,False,False,False,True
None,2014-04-10 17:08:43.016402,None,True,User,"Biology & Medicine,Computational Sciences,Energy,Engineered Technologies,Global Change,Physics,Space Sciences",True,0,None,AAAS,1553,tetrahymena468,True,False,False,False,True
None,2014-04-10 17:09:15.228639,None,True,User,"Agriculture,Energy,Global Change,SciCast,Social Sciences",True,0,None,aaas,1554,bwdeal,True,False,False,False,True
None,2014-04-10 17:11:08.829027,None,True,User,"Agriculture,Business of Science and Technology,Energy,Global Change,Information Systems,Physics,SciCast,Space Sciences",True,0,None,aaas,1555,Keith,True,False,False,False,True
None,2014-04-10 17:13:14.563520,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change,GWU-EMSE-6030,Information Systems,Mathematics,Physics,SciCast,Social Sciences,Space Sciences",True,0,None,aaas,1556,parthur14,True,False,False,False,True
None,2014-04-10 17:15:11.835264,None,True,User,"Energy,Global Change",True,0,None,aaas,1557,Eladio,True,False,False,False,True
None,2014-04-10 17:15:14.735965,None,True,User,Biology & Medicine,True,0,None,None,1558,saurabh9,True,False,False,False,True
None,2014-04-10 17:21:49.332262,None,True,User,"Business of Science and Technology,Energy,Engineered Technologies,Information Systems,Physics,SciCast,Space Sciences",True,0,None,AAAS,1559,TS-WSlabs,True,False,False,False,True
None,2014-04-10 17:22:53.122513,None,True,User,"Biology & Medicine,Business of Science and Technology,SciCast",True,2,None,AAAS,1560,RIscibio,True,False,False,False,True
None,2014-04-10 17:25:35.335014,None,True,User,Biology & Medicine,True,0,None,AAAS,1561,Eugene Pergament,True,False,False,False,True
None,2014-04-10 17:29:10.324495,None,True,User,Biology & Medicine,True,0,None,AAAS,1562,AAntoni,True,False,False,False,True
None,2014-04-10 17:31:46.777433,None,True,User,"Agriculture,Biology & Medicine,Chemistry,Energy,Engineered Technologies,Global Change,Physics,SciCast,Social Sciences,Space Sciences",True,0,None,AAAS,1563,yves,True,False,False,False,True
None,2014-04-10 17:39:29.218753,None,True,User,"Biology & Medicine,Global Change,Space Sciences",True,1,None,AAAS,1564,jansenht,True,False,False,False,True
None,2014-04-10 17:47:30.666312,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Information Systems,Space Sciences",True,0,None,AAAS,1565,markliminno,True,False,False,False,True
None,2014-04-10 17:50:36.175894,None,True,User,"Biology & Medicine,Global Change,SciCast",True,0,None,AAAS,1566,jdskoog,True,False,False,False,True
None,2014-04-10 17:54:04.999537,None,True,User,"Biology & Medicine,SciCast,Social Sciences",True,0,None,None,1567,amybelfi,True,False,False,False,True
None,2014-04-10 18:02:25.376329,None,True,User,"Energy,Global Change",True,7,None,aaas,1568,PersuasiveScience,True,False,False,False,True
None,2014-04-10 18:08:51.202846,None,True,User,"Agriculture,Business of Science and Technology,Chemistry,Energy,Engineered Technologies,Global Change,Physics,SciCast,Social Sciences,Space Sciences",True,10,None,AAAS,1569,bruderly,True,False,False,False,True
None,2014-04-10 18:09:05.963496,None,True,User,"Engineered Technologies,Physics,Social Sciences,Space Sciences",True,25,None,aaas,1570,Mike 7rank,True,False,False,False,True
None,2014-04-10 18:12:27.493281,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Energy,Global Change,SciCast,Social Sciences,Space Sciences",True,0,None,aaas,1571,zred,True,False,False,False,True
None,2014-04-10 18:13:09.760179,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Energy,Engineered Technologies,Global Change,Space Sciences",True,0,None,AAAS,1572,bj,True,False,False,False,True
Consulted with Dr Fritchmann on taxonomy of Acmaea 1958. Consulted with Emp. Hiro Hito on Arminia at Friday Harbor Mar Sta. 1959. Psocoptera parthenogenesis at ISU 1972. Consultant Belize 1973. World expert on East Pacific Octocorallia 1979. Reactor effluent at Mar.Bio. Lab 1976. EPA ODEEP at IEC 1975-82. Computer controlled thruster system for ship navigation 1976. Designed ADA 1978. Voice Recog. Studies 1980-82.  Reviewer Sci Books and Films 1981-82. Marine Eco. at CCC Mar. Rev. Com 1983-1991. Dir. Prelim. Mars Env. Project 1990. Pentagon Consultant 1991-94. Retired.,2014-04-10 18:15:15.946604,None,True,User,"Biology & Medicine,Computational Sciences,Engineered Technologies,Information Systems,Mathematics,Physics",True,209,0,aaas,1573,DHarden,True,False,False,False,True
None,2014-04-10 18:16:30.785579,None,True,User,"Physics,Space Sciences",True,0,None,None,1574,rjtuttle,True,False,False,False,True
None,2014-04-10 18:22:40.844311,None,True,User,,True,0,None,AAAS,1575,rhl52,True,False,False,False,True
None,2014-04-10 18:26:29.543455,None,True,User,Biology & Medicine,True,4,None,aaas,1576,dwduck,True,False,False,False,True
None,2014-04-10 18:27:05.415021,None,True,User,"Biology & Medicine,Chemistry,Social Sciences",True,16,1,aaas,1577,rcaffarel,True,False,False,False,True
None,2014-04-10 18:30:33.952205,None,True,User,Biology & Medicine,True,0,None,AAAS,1578,ralphm0204,True,False,False,False,True
None,2014-04-10 18:30:59.451035,None,True,User,"Biology & Medicine,SciCast",True,1,None,aaas,1579,Mentat,True,False,False,False,True
None,2014-04-10 18:37:30.992317,None,False,User,"Agriculture,Global Change,Social Sciences",False,0,None,AAAS,1580,Roland Suluku,True,False,False,False,True
None,2014-04-10 18:41:49.942383,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change,Information Systems,Mathematics,Physics,SciCast,Social Sciences,Space Sciences",True,0,None,AAAS,1581,ruemjuru,True,False,False,False,True
None,2014-04-10 18:45:51.483512,None,True,User,"Energy,Global Change,Physics,Social Sciences",True,0,None,AAAS,1582,Memorial1984,True,False,False,False,True
None,2014-04-10 18:46:31.899466,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change,GWU-EMSE-6030,Information Systems,Mathematics,Physics,SciCast,Social Sciences,Space Sciences",True,0,None,AAAS,1583,sdalton18,True,False,False,False,True
None,2014-04-10 18:52:15.501665,None,True,User,Biology & Medicine,True,0,None,aaas,1584,zhengtao,True,False,False,False,True
None,2014-04-10 18:52:44.013353,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Global Change,Space Sciences",True,0,None,aaas,1585,Roc?o Rosado,True,False,False,False,True
None,2014-04-10 19:00:17.767514,None,True,User,Biology & Medicine,True,0,None,AAAS,1586,Genepool,True,False,False,False,True
None,2014-04-10 19:01:55.906323,None,True,User,"Biology & Medicine,Physics,Social Sciences",True,1,None,aaas,1587,Thomas,True,False,False,False,True
None,2014-04-10 19:06:19.458885,None,True,User,"Biology & Medicine,Computational Sciences,Mathematics,Physics,Space Sciences",True,0,None,aaas,1588,mcollins,True,False,False,False,True
None,2014-04-10 19:08:01.975855,None,True,User,"Biology & Medicine,Energy,Mathematics,Physics",True,0,None,AAAS,1589,richar,True,False,False,False,True
None,2014-04-10 19:12:42.865525,None,True,User,"Biology & Medicine,Mathematics",True,0,None,AAAS,1590,Patricia,True,False,False,False,True
None,2014-04-10 19:13:28.378567,None,True,User,"Agriculture,Chemistry,Energy,Engineered Technologies,Global Change,Information Systems,Social Sciences,Space Sciences",True,4,None,aaas,1591,Northern_Lightz,True,False,False,False,True
None,2014-04-10 19:14:25.963636,None,True,User,"Biology & Medicine,Business of Science and Technology,Chemistry,Social Sciences,Space Sciences",True,0,None,AAAS,1592,fodorkinga,True,False,False,False,True
None,2014-04-10 19:20:16.128696,None,True,User,Energy,True,0,None,AAAS,1593,LeeCapitulo,True,False,False,False,True
None,2014-04-10 19:21:19.547572,None,True,User,"Agriculture,Engineered Technologies,SciCast",True,0,None,None,1594,acharyau,True,False,False,False,True
None,2014-04-10 19:43:15.595663,None,True,User,"Business of Science and Technology,Computational Sciences,Engineered Technologies,Mathematics,Physics,SciCast,Space Sciences",True,1,None,aaas,1595,larryphotonic,True,False,False,False,True
None,2014-04-10 19:46:28.445543,None,True,User,SciCast,True,0,None,AAAS,1596,datoabj,True,False,False,False,True
None,2014-04-10 19:46:51.473966,None,True,User,"Global Change,Mathematics,Physics,Social Sciences,Space Sciences",True,0,None,AAAS,1597,tiburd,True,False,False,False,True
None,2014-04-10 19:51:14.445856,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Engineered Technologies",True,5,None,AAAS,1598,Alkylloyd,True,False,False,False,True
None,2014-04-10 19:52:11.260762,None,True,User,"Agriculture,Biology & Medicine,Chemistry",True,0,None,aaas,1599,harveybn,True,False,False,False,True
None,2014-04-10 19:55:00.406982,None,True,User,"Biology & Medicine,Physics",True,3,None,AAAS,1600,Aristotle,True,False,False,False,True
None,2014-04-10 19:56:52.035606,None,False,User,"Physics,Space Sciences",False,0,None,AAAS,1601,gacaliandro,True,False,False,False,True
None,2014-04-10 19:58:45.276590,None,True,User,"Biology & Medicine,Chemistry,SciCast",True,0,None,AAAS,1602,DrG425,True,False,False,False,True
None,2014-04-10 20:01:44.136521,None,True,User,"Agriculture,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change,Information Systems,Physics,SciCast,Space Sciences",True,1,None,AAAS,1603,SciCon,True,False,False,False,True
None,2014-04-10 20:15:53.209003,None,True,User,"Agriculture,Global Change,Physics,SciCast,Space Sciences",True,0,None,aaas,1604,GuyS,True,False,False,False,True
None,2014-04-10 20:18:06.713192,2,True,User,"Computational Sciences,Energy,Information Systems,Mathematics,Physics,SciCast",True,6,None,aaas,1605,morpheby,True,False,False,False,True
None,2014-04-10 20:26:46.011989,None,True,User,"Biology & Medicine,Business of Science and Technology,Chemistry,Energy,Engineered Technologies,Global Change,Mathematics,Physics,Social Sciences",True,0,None,aaas,1606,Carlos Lanza Saez,True,False,False,False,True
None,2014-04-10 20:28:35.801114,None,True,"Oregon State University,User","Business of Science and Technology,Global Change,Space Sciences",False,117,1,aaas,1607,Geoff,True,False,False,False,True
None,2014-04-10 20:37:36.251636,None,True,User,Chemistry,True,0,None,aaas,1608,chemanguanghui,True,False,False,False,True
None,2014-04-10 20:40:02.037761,None,True,User,"Biology & Medicine,Global Change,Social Sciences,Space Sciences",True,3,None,AAAS,1609,jmulick,True,False,False,False,True
None,2014-04-10 20:42:46.342716,None,True,User,"Business of Science and Technology,Computational Sciences,Energy,Global Change,Information Systems,Space Sciences",True,9,None,AAAS,1610,cmeinel,True,False,False,False,True
None,2014-04-10 20:55:14.885816,None,True,User,"Information Systems,Social Sciences",True,0,None,aaas,1611,CreativeJ,True,False,False,False,True
None,2014-04-10 20:56:19.525936,None,True,User,"Energy,Global Change",True,0,None,aaas,1612,jpcarson,True,False,False,False,True
None,2014-04-10 20:58:15.414312,None,True,User,"Biology & Medicine,Computational Sciences,Mathematics,Physics,Social Sciences,Space Sciences",True,0,None,AAAS,1613,DrMcCoy,True,False,False,False,True
None,2014-04-10 21:03:01.585945,None,True,User,"Biology & Medicine,Computational Sciences",True,0,None,aaas,1614,Andre Lima,True,False,False,False,True
None,2014-04-10 21:03:36.342317,None,True,User,Biology & Medicine,True,2,None,AAAS,1615,buffalo99,True,False,False,False,True
None,2014-04-10 21:30:32.310007,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change,Information Systems,Mathematics,Physics,SciCast,Social Sciences,Space Sciences",True,0,None,AAAS,1616,scisu,True,False,False,False,True
None,2014-04-10 21:31:26.282869,None,True,User,"Business of Science and Technology,Energy,Engineered Technologies,Global Change,Physics,SciCast",True,0,None,aaas,1617,ilichar,True,False,False,False,True
None,2014-04-10 21:33:46.431082,None,True,User,"Agriculture,Biology & Medicine,Computational Sciences,Global Change,Physics,SciCast",True,0,None,aaas,1618,binbinboy,True,False,False,False,True
None,2014-04-10 21:40:44.039535,None,True,User,"Energy,Global Change,Physics",True,1,None,aaas,1619,WLMorgan,True,False,False,False,True
None,2014-04-10 21:40:49.836336,None,True,User,Biology & Medicine,True,0,None,None,1620,wintjc,True,False,False,False,True
None,2014-04-10 21:41:37.252265,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Global Change,Information Systems,Mathematics,Physics,SciCast,Social Sciences,Space Sciences",True,0,None,None,1621,saia,True,False,False,False,True
None,2014-04-10 21:47:28.350279,None,True,User,"Biology & Medicine,Energy,Engineered Technologies,Global Change,Space Sciences",True,0,None,AAAS,1622,aedwards,True,False,False,False,True
None,2014-04-10 21:48:09.035203,None,True,User,"Agriculture,Computational Sciences,Energy,Mathematics,Physics,Space Sciences",True,4,None,aaas,1623,pungrat13,True,False,False,False,True
None,2014-04-10 22:01:38.447468,None,True,User,"Engineered Technologies,Physics,Space Sciences",True,0,None,AAAS,1624,caruecarue,True,False,False,False,True
None,2014-04-10 22:11:43.867607,None,True,User,"Biology & Medicine,Business of Science and Technology,Chemistry,Global Change,SciCast,Space Sciences",True,1,None,AAAS,1625,Canjian,True,False,False,False,True
None,2014-04-10 22:15:46.706586,None,True,User,"Biology & Medicine,Computational Sciences",True,0,None,aaas,1626,Sally,True,False,False,False,True
None,2014-04-10 22:25:39.419612,None,False,User,"Global Change,Space Sciences",False,0,None,AAAS,1627,ehilsenrath,True,False,False,False,True
None,2014-04-10 22:30:34.569268,None,True,User,Biology & Medicine,True,0,None,AAAS,1628,kmyao,True,False,False,False,True
None,2014-04-10 22:55:56.643724,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Engineered Technologies,Global Change,Information Systems,Mathematics,Physics,SciCast,Social Sciences,Space Sciences",True,0,None,AAAS,1629,jpowell,True,False,False,False,True
None,2014-04-10 23:02:49.149923,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Information Systems,SciCast,Social Sciences,Space Sciences",True,0,None,aaas,1630,peibin111,True,False,False,False,True
None,2014-04-10 23:12:09.174176,None,False,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Engineered Technologies,Global Change,Mathematics,Physics,SciCast",False,0,None,aaas,1631,shadeofpale,True,False,False,False,True
None,2014-04-10 23:14:30.490132,None,True,User,"Business of Science and Technology,Computational Sciences,Space Sciences",True,23,None,None,1632,hlauenroth,True,False,False,False,True
None,2014-04-10 23:41:26.489830,None,True,User,Biology & Medicine,True,0,None,aaas,1633,MaJingmei,True,False,False,False,True
None,2014-04-10 23:41:27.006511,None,True,User,"Biology & Medicine,Business of Science and Technology,Global Change,SciCast,Social Sciences",True,0,None,aaas,1634,deng haijun,True,False,False,False,True
None,2014-04-10 23:44:26.751879,None,True,User,"Energy,Global Change,Social Sciences",True,1,None,aaas,1635,gkbhat,True,False,False,False,True
None,2014-04-10 23:58:53.586677,None,True,User,"Engineered Technologies,Mathematics,Physics",True,1,None,AAAS,1636,Vietnam64,True,False,False,False,True
None,2014-04-11 00:16:35.506850,None,True,User,Biology & Medicine,True,0,None,aaas,1637,madhuyashpal,True,False,False,False,True
None,2014-04-11 00:21:04.496584,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Energy,Global Change,Information Systems,Social Sciences,Space Sciences",True,5,1,None,1638,lizzie1969,True,False,False,False,True
None,2014-04-11 00:27:01.307021,None,True,User,,True,0,None,None,1639,Paulschulz,True,False,False,False,True
None,2014-04-11 00:32:34.344576,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Information Systems,SciCast,Social Sciences",True,1,None,AAAS,1640,profwright,True,False,False,False,True
None,2014-04-11 01:03:08.448165,None,True,User,"Biology & Medicine,Chemistry,Mathematics,Physics,Social Sciences",True,2,None,aaas,1641,anelson04,True,False,False,False,True
None,2014-04-11 01:06:38.095460,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change,Information Systems,SciCast,Social Sciences",True,0,None,aaas,1642,jschon,True,False,False,False,True
None,2014-04-11 01:44:51.482496,None,True,User,"Chemistry,Physics",True,0,None,aaas,1643,sgawinowski,True,False,False,False,True
None,2014-04-11 02:40:36.247713,None,True,User,"Biology & Medicine,Global Change",True,0,None,aaas,1644,Fullvoid,True,False,False,False,True
None,2014-04-11 02:44:41.894911,None,True,User,"Biology & Medicine,Chemistry",True,0,None,None,1645,asprasanth,True,False,False,False,True
None,2014-04-11 02:45:09.141836,None,False,User,"Business of Science and Technology,Global Change,Social Sciences",False,0,None,aaas,1646,abatalla,True,False,False,False,True
None,2014-04-11 03:06:42.174041,None,True,User,"Energy,Global Change,Physics,Social Sciences,Space Sciences",True,0,None,aaas,1647,ddavidking,True,False,False,False,True
None,2014-04-11 03:33:59.137161,None,True,User,"Biology & Medicine,Business of Science and Technology,Engineered Technologies,Social Sciences",True,0,None,AAAS,1648,iconoclast2,True,False,False,False,True
None,2014-04-11 03:49:23.406046,None,True,User,Biology & Medicine,True,2,None,AAAS,1649,kraushaar,True,False,False,False,True
None,2014-04-11 04:16:42.384546,None,True,User,"Computational Sciences,Physics,Space Sciences",True,6,None,AAAS,1650,edepablo55,True,False,False,False,True
None,2014-04-11 05:23:39.808580,None,True,User,"Biology & Medicine,Business of Science and Technology,Information Systems,SciCast,Social Sciences",True,1,None,aaas,1651,sharonmadison23,True,False,False,False,True
None,2014-04-11 05:25:40.143257,None,True,User,"Agriculture,Business of Science and Technology,Energy,Engineered Technologies,Physics,Social Sciences,Space Sciences",True,0,None,None,1652,basevang,True,False,False,False,True
None,2014-04-11 05:47:46.884128,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Global Change",True,0,None,AAAS,1653,mclancy,True,False,False,False,True
None,2014-04-11 06:23:02.327482,None,True,User,"Biology & Medicine,Computational Sciences",True,0,None,aaas,1654,job,True,False,False,False,True
None,2014-04-11 06:25:47.739791,None,False,User,"Biology & Medicine,SciCast",False,0,None,AAAS,1655,gydemirel,True,False,False,False,True
None,2014-04-11 06:51:37.153770,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Global Change,Physics,SciCast,Social Sciences",True,0,None,AAAS,1656,Paulat,True,False,False,False,True
None,2014-04-11 06:57:45.446183,None,True,User,"Agriculture,Biology & Medicine,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change,Information Systems,Mathematics,Physics,Social Sciences,Space Sciences",True,0,None,AAAS,1657,davidtro,True,False,False,False,True
None,2014-04-11 07:05:31.462205,None,True,User,Biology & Medicine,True,0,None,aaas,1658,Bgall005,True,False,False,False,True
None,2014-04-11 08:13:47.448358,None,True,User,"Information Systems,Mathematics,SciCast",True,0,None,None,1659,zzwass,True,False,False,False,True
None,2014-04-11 08:28:04.140975,None,False,User,"Agriculture,Chemistry,Energy",False,0,None,aaas,1660,Tombreed,True,False,False,False,True
None,2014-04-11 08:58:16.289529,None,False,User,"Agriculture,Energy",False,0,None,AAAS,1661,tycramer@romein.com,True,False,False,False,True
None,2014-04-11 09:08:51.813280,None,True,User,"Biology & Medicine,Chemistry,Energy,Global Change,Space Sciences",True,0,None,AAAS,1662,conwaygt,True,False,False,False,True
None,2014-04-11 09:29:10.875319,None,True,User,"Biology & Medicine,SciCast",True,0,None,AAAS,1663,unab44,True,False,False,False,True
None,2014-04-11 09:34:41.401323,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change,Mathematics,Physics,SciCast,Space Sciences",True,0,None,AAAS,1664,JackGS,True,False,False,False,True
None,2014-04-11 09:42:21.371243,None,True,User,Biology & Medicine,True,1,None,AAAS,1665,mojmir,True,False,False,False,True
None,2014-04-11 09:52:37.290244,None,True,User,Biology & Medicine,True,0,None,AAAS,1666,sth15,True,False,False,False,True
None,2014-04-11 09:53:33.180428,None,True,User,"Mathematics,Social Sciences,Space Sciences",True,0,None,AAAS,1667,Dina,True,False,False,False,True
None,2014-04-11 10:05:56.837880,None,True,User,"Biology & Medicine,Chemistry,Energy",True,0,None,AAAS,1668,Zhang yc,True,False,False,False,True
None,2014-04-11 10:13:03.899012,None,True,User,"Engineered Technologies,Information Systems,Mathematics,Space Sciences",True,2,None,AAAS,1669,gesualdo,True,False,False,False,True
None,2014-04-11 10:30:53.753256,None,True,User,"Biology & Medicine,Computational Sciences,Energy,Global Change,SciCast,Social Sciences",True,0,None,AAAS,1670,GeralynA,True,False,False,False,True
None,2014-04-11 10:43:25.865562,None,True,User,"Agriculture,Biology & Medicine,Energy,Global Change",True,0,None,aaas,1671,Cwe,True,False,False,False,True
None,2014-04-11 10:48:33.397454,None,True,User,,True,1,None,aaas,1672,Mana,True,False,False,False,True
None,2014-04-11 10:51:49.831341,None,True,User,"Biology & Medicine,Computational Sciences,Information Systems,Mathematics,Social Sciences",True,1,None,aaas,1673,cogprofessor,True,False,False,False,True
None,2014-04-11 10:54:01.570001,None,True,User,"Biology & Medicine,Chemistry,Engineered Technologies",True,0,None,AAAS,1674,leakynanogut,True,False,False,False,True
None,2014-04-11 11:08:09.689891,None,True,User,"Business of Science and Technology,Energy,Engineered Technologies,Global Change,Physics,SciCast,Social Sciences,Space Sciences",True,0,None,AAAS,1675,skipw,True,False,False,False,True
None,2014-04-11 11:11:24.123743,None,True,User,"Agriculture,Engineered Technologies",True,0,None,aaas,1676,PBeatty,True,False,False,False,True
None,2014-04-11 11:17:50.716296,None,True,User,Energy,True,3,1,aaas,1677,Herrmann,True,False,False,False,True
None,2014-04-11 11:28:47.481963,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Global Change,Physics",True,1,None,AAAS,1678,rmnishikawa,True,False,False,False,True
None,2014-04-11 11:34:18.660577,None,True,User,"Energy,Global Change,Physics,SciCast",True,1,None,aaas,1679,cageycaster,True,False,False,False,True
