cat_id,name,question_id,name
20,Prize-Eligible Dec & Feb,865,"When Microsoft officially launches the Windows 10 operating system, will it offer it free to users of Windows XP, Vista, and Windows 7?"
20,Prize-Eligible Dec & Feb,866,"When it launches, will Microsoft 10 include a Kinect-based 3D gesture feature?"
20,Prize-Eligible Dec & Feb,867,Will the Japanese made influenza drug favipiravir be used in treating the 2014 Ebola outbreak in West Africa?
20,Prize-Eligible Dec & Feb,877,Will the WHO recommended composition of the influenza virus vaccine for the 2015-16 northern hemisphere flu season contain A(H3N2)-like virus?
20,Prize-Eligible Dec & Feb,878,Will the WHO recommended composition of the influenza virus vaccine for the 2015-16 northern hemisphere flu season contain A(H1N1)pdm09-like virus?
20,Prize-Eligible Dec & Feb,880,"In late 2014, will NASA choose to focus on using a gigantic inflatable bag (rather than a robotic arm) for its Asteroid Redirection Mission to capture an asteroid?"
20,Prize-Eligible Dec & Feb,894,Did hackers gain access to the personal data of celebrities via a vulnerability in Apple's Find My iPhone service?
20,Prize-Eligible Dec & Feb,896,Will the US Army issue augmented reality technology enabled contact lenses to detect enemy weaponry and IEDs on the battlefront by the end of 2015?
20,Prize-Eligible Dec & Feb,898,"How many games will be drawn at the 2014 World Chess Championship match between Magnus Carlsen and Viswanathan Anand in Sochi, Russia this November?"
20,Prize-Eligible Dec & Feb,899,Will the 2014 World Chess Championship match between Magnus Carlsen and Viswanathan Anand require a tie-break?
20,Prize-Eligible Dec & Feb,901,"By the end of 2016, will a compact quantum random number generator be commercially available in the US?"
20,Prize-Eligible Dec & Feb,906,Which automobile will win the North American Truck of the Year award at the 2015 NAIAS?
20,Prize-Eligible Dec & Feb,907,Which automobile will win the North American Car of the Year award at the 2015 NAIAS?
20,Prize-Eligible Dec & Feb,917,Which automobile manufacturer will win the Best Production Vehicle award for the 11th Annual EyesOn Design Competition at the 2015 NAIAS?
20,Prize-Eligible Dec & Feb,924,"How many of the top 20 international automobile manufacturers will have released a level 3 prototype (Limited Self-Driving Automation, with all major systems automated) for an autonomous vehicle by the 2015 North American International Auto Show (NAIAS)?"
20,Prize-Eligible Dec & Feb,928,What will be the peak ILI percentage observed during the U.S. 2014-2015 flu season?
20,Prize-Eligible Dec & Feb,932,"At the end of 2015, will there be at least 5 open clinical trials in the US examining the use of antisense therapy for treating diabetes?"
20,Prize-Eligible Dec & Feb,934,How much shale gas will China produce in 2014?
20,Prize-Eligible Dec & Feb,937,Will Open Garden offer an encryption feature for its peer-to-peer networking app FireChat by the end of 2014?
20,Prize-Eligible Dec & Feb,939,Will there be more than 1000 confirmed cases of Enterovirus D68 (EV-D68) reported in the 48 states of the continental US by the end of 2014?
20,Prize-Eligible Dec & Feb,947,"When will the 2014-2015 flu season begin in HHS Region 2 (NJ, NY, PR, VI)?"
20,Prize-Eligible Dec & Feb,948,"When will flu activity peak during the 2014-2015 flu season in HHS Region 2 (NJ, NY, PR, VI)?"
20,Prize-Eligible Dec & Feb,949,"When will the 2014-2015 flu season end in HHS Region 2 (NJ, NY, PR, VI)?"
20,Prize-Eligible Dec & Feb,951,"What will be the peak ILI percentage observed during the 2014-2015 flu season in HHS Region 2 (NJ, NY, PR, VI)?"
20,Prize-Eligible Dec & Feb,952,"When will the 2014-2015 flu season begin in HHS Region 3 (DE, DC, MD, PA, VA, WV)?"
20,Prize-Eligible Dec & Feb,953,"When will flu activity peak during the 2014-2015 flu season in HHS Region 3 (DE, DC, MD, PA, VA, WV)?"
20,Prize-Eligible Dec & Feb,954,"When will the 2014-2015 flu season end in HHS Region 3 (DE, DC, MD, PA, VA, WV)?"
20,Prize-Eligible Dec & Feb,956,"What will be the peak ILI percentage observed during the 2014-2015 flu season in HHS Region 3 (DE, DC, MD, PA, VA, WV)?"
20,Prize-Eligible Dec & Feb,967,"When will the 2014-2015 flu season begin in HHS Region 6 (AR, LA, NM, OK, TX)?"
20,Prize-Eligible Dec & Feb,968,"When will flu activity peak during the 2014-2015 flu season in HHS Region 6 (AR, LA, NM, OK, and TX)?"
20,Prize-Eligible Dec & Feb,969,"When will the 2014-2015 flu season end in HHS Region 6 (AR, LA, NM, OK, TX)?"
20,Prize-Eligible Dec & Feb,971,"What will be the peak ILI percentage observed during the 2014-2015 flu season in HHS Region 6 (AR, LA, NM, OK, TX)?"
20,Prize-Eligible Dec & Feb,972,"When will the 2014-2015 flu season begin in HHS Region 7 (IA, KS, MO, NE)?"
20,Prize-Eligible Dec & Feb,973,"When will flu activity peak during the 2014-2015 flu season in HHS Region 7 (IA, KS, MO, NE)?"
20,Prize-Eligible Dec & Feb,974,"When will the 2014-2015 flu season end in HHS Region 7 (IA, KS, MO, NE)?"
20,Prize-Eligible Dec & Feb,975,"What will be the peak ILI percentage observed during the 2014-2015 flu season in HHS Region 7 (IA, KS, MO, NE)?"
20,Prize-Eligible Dec & Feb,982,"When will the 2014-2015 flu season begin in HHS Region 9 (AZ, CA, HI, NV, AS, MP, FM, GU, MH, PW)?"
20,Prize-Eligible Dec & Feb,983,"When will flu activity peak during the 2014-2015 flu season in HHS Region 9 (AZ, CA, HI, NV, AS, MP, FM, GU, MH, PW)?"
20,Prize-Eligible Dec & Feb,984,"When will the 2014-2015 flu season end in HHS Region 9 (AZ, CA, HI, NV, AS, MP, FM, GU, MH, PW)?"
20,Prize-Eligible Dec & Feb,986,"What will be the peak ILI percentage observed during the 2014-2015 flu season in HHS Region 9 (AZ, CA, HI, NV, AS, MP, FM, GU, MH, PW)?"
20,Prize-Eligible Dec & Feb,1008,"How many ILI case counts will be reported during the 2014-2015 flu season in HHS Region 2 (NJ, NY, PR, VI)?"
20,Prize-Eligible Dec & Feb,1009,"How many ILI case counts will be reported during the 2014-2015 flu season in HHS Region 3 (DE, DC, MD, PA, VA, WV)?"
20,Prize-Eligible Dec & Feb,1012,"How many ILI case counts will be reported during the 2014-2015 flu season in HHS Region 6 (AR, LA, NM, OK, and TX)?"
20,Prize-Eligible Dec & Feb,1013,"How many ILI case counts will be reported during the 2014-2015 flu season in HHS Region 7 (IA, KS, MO, and NE)?"
20,Prize-Eligible Dec & Feb,1015,"How many ILI case counts will be reported during the 2014-2015 flu season in HHS Region 9 (AZ, CA, HI, NV, AS, MP, FM, GU, MH, PW)?"
20,Prize-Eligible Dec & Feb,1025,"What will the hashrate of the Bitcoin blockchain be on January 31, 2015?"
20,Prize-Eligible Dec & Feb,1027,"As of October 15, 2014 220,000 of the approximately 10 million merchants in the US  have contactless payment hardware capable of accepting Apple Pay.  At the end of 2014 how many merchants will accept Apple Pay at checkout?"
20,Prize-Eligible Dec & Feb,1029,Will the Steam Machine gaming hardware platform be officially released before the end of March 2015?
20,Prize-Eligible Dec & Feb,1031,"Will a confirmed case of H3N2 variant (H3N2v) flu in the US be reported between January 1, 2015 and March 31, 2015?"
20,Prize-Eligible Dec & Feb,1032,Will Java be Google's most-searched Software Technology term in the US in both January 2015 and February 2015? 
20,Prize-Eligible Dec & Feb,1036,"By the end of March 2015, will the overall mortality rate from the current Ebola outbreak be above 60%?"
20,Prize-Eligible Dec & Feb,1037,"In October 2014, the World Health Organization (WHO) declared the end of the Ebola outbreak in Senegal and Nigeria. Will the WHO declare the end of the Ebola outbreak in any one of Guinea, Liberia or Sierra Leone before the end of March 2015?"
20,Prize-Eligible Dec & Feb,1038,Will Samsung unveil the Galaxy S6 before the end of March 2015?
20,Prize-Eligible Dec & Feb,1043,Will the World Health Organization declare the current Ebola outbreak to be over in West Africa by the end of March 2015?
